filename,title,text,date,topic,industry,region,topic_bool
3203, terror grip grozni russian attack deadlin near, terror grip grozni face threaten russian bombard drive rebel humili moscow seiz chechen capit russian secur supremo alexand lebe instruct restor order citi overrun rebel raid august plan visit region wednesday appar last ditch attempt avert bloodsh presid bori yeltsin holiday hundr km mile northwest moscow valdai lakeland lebe polici make secur council fuell specul run russia express doubt presid directli involv finalis last order chechnya yeltsin offic alreadi busi deni new rash rumour yeltsin health focus heart problem also insist order fulli line presid wish ten thousand peopl fled grozni beat august deadlin russian command konstantin pulikovski say use warplan heavi artilleri clear rebel capit mostli moslem southern region russian forc tri stop separatist independ bid sinc decemb fight kill peopl mostli civilian liber call yeltsin avert threaten attack yelena bonner widow former soviet dissid andrei sakharov said would crime human seem bori yeltsin unabl want stop monstrou crime prepar bonner told ekho moskvi news agenc tuesday half grozni popul estim either fled die sinc yeltsin sent forc much citi destroy start feder forc bomb rebel grozni kill thousand civilian process though mani fled recent day ten thousand remain chanc escap decreas tuesday russian soldier block one point passag troop appar aim close rout chechen fighter strand civilian area rebel russian line shell heavili recent day soldier armour personnel carrier apc swept dusti villag alkhan yurt southwest fring grozni took posit near ramshackl bridg start shoot bridg grenad got everyon turn back said one woman manag cross grozni side russian move sporad explos could heard vicin western journalist visit bridg earli even saw bodi two civilian grozni side troop arriv halt flow refuge mani old folk hobbl sever kilometr soldier search refuge forc men lie ground number said rob posses manag take along fled home one apc train cannon us car scream one blue camouflag soldier stick kalashnikov assault rifl face damn journalist enough black countri come defend black ars tri wipe could kill want told prod stomach barrel gun russian troop use racist term dark skin peopl caucasu includ chechen unlik first day exodu grozni young middl age found car buse even donkey cart cram great number frail elderli peopl foot wait last moment get mani chaotic crowd drive cattl bent exhaust roadsid blaze sun black smoke fire burn grozni rose sky head want leav home everyon say go bomb everyth citi said toothless old man one leg gave lift plump old woman tear stream cheek confront soldier want kill us said sea agonis face broken singl craze smile mental handicap man push dust wheelchair,1996-08-20,GCAT;GVIO;,I21000;,RUSS;,0
3204, karadz poster remov zvornik bildt, bosnian serb nationalist sd parti zvornik heed warn remov campaign poster featur radovan karadz risk disqualif upcom elect intern mediat carl bildt said tuesday european commun monitor survey town report back found one karadz poster public place garag wall near local hospit bildt told reuter tuesday bildt met mayor local sd parti chief zvornik saturday threaten elect penalti poster saw along main street remov monday look warn effect good let hope last bildt said also written sd leadership indic yet see sd poster anywher without karadz face radovan karadz twice indict war crime serv presid bosnia serb republ sd intern polit pressur forc offic last month dayton peac accord end bosnia month conflict prohibit peopl indict war crime hold public offic play role elect schedul septemb run poll poster karadz name face appear public much constern intern commun bildt high repres bosnia zvornik km mile northeast sarajevo major moslem popul inhabit serb,1996-08-20,G15;GCAT;GPOL;GVOTE;,I21000;,BSHZG;,0
3205, yeltsin mark coup say repeat unlik, presid bori yeltsin said new coup etat still possibl russia insist chanc success botch hardlin putsch five year ago help propel power interview publish wednesday moskovski komsomolet newspap quot itar tass news agenc tuesday yeltsin also bemoan comb russian societi imperfect freedom rule certain coincid circumst coup attempt possibl albeit unlik yeltsin said case result action would sorrier august last five year societi russian statehood chang said recent presidenti elect clearli demonstr interview mark fifth anniversari hardlin communist coup soviet leader mikhail gorbachev launch august end three day later yeltsin newli elect presid russia ralli resist moscow defeat plot help undermin gorbachev led dissolut soviet union anniversari littl celebr mar bloodi flare month war chechnya presid whose aid tuesday deni report ill said biggest danger russia failur cast sharp divis ingrain decad communist rule russia still notabl tendenc search enemi irreconcil conflict call class hatr divis us rais head said consequ long year live totalitarian state vanish overnight still graduat school becom familiar hard scienc freedom ad convinc russia definit master becom truli free russia main result august victori,1996-08-20,GCAT;GPOL;GVIO;,I21000;,RUSS;,0
3206, yield slide lithuania day bill sale, averag yield day treasuri bill baltic state lithuania fell auction tuesday demand remain high central bank said amount million lita unless otherwis state matur av yld pct last week min max issu bid day settlement date today auction august bill matur novemb riga newsroom,1996-08-20,M13;M131;MCAT;,I21000;,LITH;,0
3207, russian rebel deal peac war zone oasi, russian troop chechen rebel squar tens battl shatter citi grozni side peac cooper neighbour town want say politician leav alon war zone oasi argun km mile east grozni appear quiet tuesday compar region capit seiz separatist fighter august turn battleground fighter keep constant contact russian militari staff escort omon crack polic forc go pick food local rebel command abu khamzatov said spoke russian armour vehicl pass pack dozen confus russian policemen chechen guerrilla shout battl cri allahu akbar god greatest russian omon servicemen post nearbi seem unimpress drivepast chechen explain need convoy us desir rule provoc said omon offic refus give name sound reason enough separatist fighter seiz part grozni roll chechen town russian forc posit make mind soon realis hope reinforc arm khankala key russian base near grozni would never come make deal rebel omon offic said said sort option discuss rebel suggest disarm promis money escort see us said khankala would take us nowher go desir get home safe arm duti tour end august ad offic said deal embrac russian troop argun except one commando battalion metr yard away omon post command kill fight everi night said argun becom stop point ten thousand refuge hurri flee grozni russia act militari command chechnya gener konstantin pulikovski threaten shell citi mani refuge argun said omon offic rebel common aim prevent senseless bloodsh destruct omon troop station argun sent ethnic republ karachaevo cherkessia also situat volatil north caucasu forc made ethnic russian repres republ moslem ethnic group howev benefici deal rebel sight separatist convoy troop hardli add moral among omon servicemen see convoy split feel policemen town cherkessk said one hand asham impot hand admir chechen guy fight freedom ultimatum announc russian militari command chechnya gener konstantin pulikovski rebel grozni withdraw face bombard caus fresh problem russian command argun rebel far guarante safeti omon offic said also said bloodsh start grozni happen argun rebel command cool accord hold politician make us fight local rebel command turpal said,1996-08-20,GCAT;GVIO;,I21000;,RUSS;,0
3208, latvia want energi sale applic octob, latvian privatis agenc lpa tuesday said want express interest sale latvenergo energi compani octob agenc want attract fund energi relat compani interest play strateg role futur enterpris lpa said statement sale latvenergo expect one biggest privatis latvia sinc regain independ former soviet union lpa said privatis compani would carri via capit increas sale new share investor said would offer least percent percent compani first agenc alreadi receiv express interest major energi compani lpa ad sweden vatenfal german preussen alreadi present idea lpa privatis carri main goal privatis find strateg partner rais new capit compani lpa ad agenc recent sold stake state own latvian ga compani consortium preussen ruhrga russia gazprom patrick lannin riga newsroom,1996-08-20,C18;C183;CCAT;,I16100;,LATV;,1
3209, latvia give ventspil key firm sale, latvian govern tuesday launch first stage sale countri ventspil oil termin formal hand share compani latvian privatis agenc lpa govern press offic said statement ventspil hand lpa along latvian ga compani energi firm latvenergo news agenc leta ventspil key outlet russian crude oil one attract latvia state own firm first half year reload around million tonn oil oil product expect reach around million tonn end year rise six million tonn last year western compani expect interest sell well russian oil giant lukoil stake latvian ga alreadi sold consortium german compani preussen ruhrga well russian ga firm gazprom riga newsroom,1996-08-20,C18;C183;CCAT;,I13000;I16100;,LATV;,1
3210, estonia set deadlin energi selloff plan, estonian govern tuesday rule plan privatis energi firm eesti energia state own oil shale mine must readi end octob year econom ministri work best way privatis compani attract western interest deadlin set far restructur eesti energia estonian oil shale mine compani justic minist paul varul told news confer cabinet meet varul stand absent prime minist tiit vaehi said minist differ carri privatis compani main debat part eesti energia privatis part leav state varul ad govern alreadi sign letter intent u firm nrg energi part northern state power draw plan energi firm privatis western firm report interest privatis includ swedish vatenfal finnish imatran voima oy german preussen riga newsroom,1996-08-20,C18;C183;CCAT;,I16100;,ESTNIA;,1
3211, russia grain harvest mln aug agenc, russia harvest thresh million tonn grain august million tonn time last year interfax news agenc quot agricultur ministri offici say tuesday ivan gridasov head ministri depart plant cultiv said farmer gather million hectar grain percent total sown area interfax specifi whether thresh grain clean bunker weight grain yield averag tonn per hectar tonn higher year ago level said harvest draw close mani region gridasov said percent sown area harvest russia krasnodar stavropol region republ north ossetia adygeya dagestan kabardino balkaria harvest still well behind year ago level ural tatarstan tula tyumen region,1996-08-20,C21;CCAT;M14;M141;MCAT;,I01001;I0100132;,RUSS;,1
3212, grain trade standstil ukrain dealer, grain trade ukrain ground halt govern lock dealer state control elev order fill contract trader said tuesday industri sourc say govern quietli order provinc hold season limit suppli grain much alreadi purchas forward contract sign may june might releas novemb close door grain elev broker take grain said spokesman ukrainian mercantil agrarian exchang uma handl half ukrain grain trade spokesman said trade ukrain exchang stop earlier month sinc august deal said trader buy move buy uam spokesman said dozen forward contract tonn sold ban might lift mid novemb forward state contract matur govern need buy five six million tonn grain trader say agricultur ministri food resourc depart head mykola solodki also presid ukrainian nation exchang associ said offici govern ban anyon complaint come ministri address said broker say govern made overt move noth stop call oblast call elev say move grain said bohdan chomiak repres washington base chemon commod research group kiev call restrict farm deal grain state said western trader whose compani hold forward contract believ ban place ukrain forecast grain harvest million tonn lowest sinc late also hope export one million tonn grain year eight percent ukrain grain bought sold rel new exchang system major barter fuel machineri use directli anim feed sold straight govern without written govern order evid forc majeur broker liabl breach contract critic destruct peopl forward contract matur august put money advanc chomiak said iren marushko kiev newsroom reuter imm,1996-08-20,M14;M141;MCAT;,I01001;I0100132;,UKRN;,0
3213, lithuanian energi minist defend oil merger plan, lithuanian energi minist sauliu kuta tuesday defend plan merg key state own oil sector compani one larg hold compani ahead key parliamentari vote project later week lietuvo nafta firm form mazheikiu refineri naftotieki pipelin compani buting oil termin lietuvo kura chain petrol station parliament due vote plan thursday main reason behind form nation oil concern privatis lietuvo nafta provid capit energi sector kuta told parliament state hold percent lietuvo nafta three year bring share percent capit compani valu around million lita compani success emiss around million lita stock would made opposit politician worri russian giant lukoil becom domin player lithuanian market want pipelin compani kept state hand govern decid singl investor hold percent new compani make sens creat nation compani pipelin kuta told parliament riga newsroom,1996-08-20,C18;C181;CCAT;,I13000;,LITH;,1
3214, czech govern counter grain price rise aid, czech govern counter grain price increas demand countri farmer use variou measur includ possibl import cabinet aid said tuesda prime minist vaclav klau chief advis jiri weigl told report meet minist year harvest would suffici cover domest demand therefor reason price hike state readi play activ role take measur price increas pressur produc ad czech grain price sever hundr crown world market price per tonn weigl said governemnt would short term resist pressur farmer use state fund regul food price measur vari influenc suppli sourc state reserv possibl import waigl said ad keep domest price low buy expens govern import would obvious cost someth elabor grain export subject licens state author weigl said licenc would grant domest demand satisfi liberalis market would mean market would aim toward world price would seriou impact develop inflat weigl told report farmer demand price hike say cost grown speak long term grain market strategi weigl said minist object european union eu system guarante grain price czech appli join eu prime minist vaclav klau often criticis union common agricultur polici cap jan lopatka pragu newsroom,1996-08-20,C13;C31;CCAT;M14;M141;MCAT;,I01001;I0100132;,CZREP;,1
3215, pbr sharehold approv mln bond, sharehold polish develop bank sa pbr approv issu million worth bond place intern market bank said statement tuesday said sharehold decid bond would dollar denomin matur would exceed five year pbr said decis number tranch interest rate matur would decid shortli placement would depend market condit pbr said want use proce issu increas scope lend capit market oper warsaw newsroom,1996-08-20,C17;C172;CCAT;,I81501;I8150106;,POL;,1
3216, russian air traffic control see aug strike, russian flight control ground worker plan strike pay disput august air traffic control union offici said tuesday gennadi borisov aid presid feder air traffic control union said region union moscow control readi strike aviat union call two strike year region leader declin join strike cancel offici state own aeroflot privat airlin transaero orient avia said worker would strike borisov said air traffic control moscow domodedovo vnukovo bykovo airport readi strike time sheremetyevo intern airport decid worker want pay rise take account inflat guarante job secur special payment work danger condit exist contract expir januari negoti broke juli feder aviat servic head gennadi zaitsev said last week union demand unrealist sinc feder civial aviat servic cash spare interfax news agenc month quot chief govern negoti robert suleimanov say strike would fail aviat worker would refus back union aeroflot deputi chief execut valeri okulov said airlin staff would particip action flight august follow day made accord aeroflot schedul okulov said viktor anoshkin moscow newsroom,1996-08-20,C42;CCAT;E41;ECAT;GCAT;GJOB;,I76400;,RUSS;,1
3217, polish ombudsman challeng cell phone tender, poland ombudsman tuesday challeng court govern handl year tender two intern consortia gain licenc develop modern gsm cellular telephon network ombudsman tadeusz zielinski ask suprem administr court annul term licenc forc new cellular oper use transmiss facil state own telecommun firm tpsa said statement oblig violat telecommun anti trust law ombudsman spokesman stanislaw wilenski told reuter licenc prohibit use transmiss line belong tpsa least three enterpris transmiss infrastructur said thu tpsa monopolist posit support apart tpsa transmiss servic also provid state own polish power grid state railway gsm licenc award februari polish foreign consortia name polska telefonia komorkowa ptc polkomtel sa ptc group among firm polish trade compani elektrim us west unit state detemobil part deutsch telekom polkomtel compris polish firm includ copper combin kghm petrochemia plocka refineri well two major western partner tele denmark air touch compani plan launch oper year larger citi compet current sole cellular oper centertel sa use older analogu system warsaw newsroom,1996-08-20,C13;C21;CCAT;,I34000;I79020;,DEN;GFR;POL;USA;,1
3218, russian gross reserv rose bln q, russia gross foreign exchang reserv rose billion first quarter year billion end central bank said tuesday latest bulletin russian reserv million reserv asset central bank monetari gold sdr reserv posit imf currenc reserv note central bank reserv asset includ financ ministri asset gold valu ounc jonathan lynn moscow newsroom,1996-08-20,E51;E513;ECAT;,I34000;I79020;,RUSS;,0
3219, kremlin joust chechnya manoeuvr familiar, kremlin infight plan bomb grozni spill open tuesday close heel new media specul presid bori yeltsin ill rais doubt year old presid grip power armi threaten launch massiv air artilleri bombard chechen capit thursday russian analyst said howev yeltsin still command saw show discord new twist familiar moscow manoeuvr manag fallout chechen debacl yeltsin absenc aid said left short holiday deni report recurr heart troubl mean first time drop sight troubl boil chechnya analyst said could simpl tactic avoid blame unpopular polici everyon dodg respons includ yeltsin said pavel felgenhau comment sevodnya newspap think absenc polit alexand lebe yeltsin outspoken new secur council secretari person envoy chechnya appear alleg presid sidelin offici intent sabotag lebe peac talk separatist secur council issu statement question authent order publish yeltsin spokesman monday instruct lebe restor order grozni seiz rebel bloodi battl began august order bore facsimil signatur sanction armi bomb plan would mean heavi casualit said lebe tough talk gener two month earn reput someth loos cannon kremlin sign statement felgenhau said might even disown later backfir leav question issu viktor kremenyuk polit analyst moscow usa canada institut said doubt yeltsin approv monday order despit health problem control major polici decis includ chechnya saw secur council statement attempt lebe regain initi kremlin oppon settl chechen crisi lebe tri recov ground kremenyuk said lebe prais separatist two visit region last week stake brief polit career make peac although two side seem far apart ever chechen basic demand seced comment say lebe oppos parti war kremlin block talk order prolong war profit power russian made felgenhau howev warn make much faction fight kremlin said yeltsin seek way limit polit damag war without grant chechen independ save face armi humili grozni month felgenhau said yeltsin given subordin free hand achiev threat forc much part process negoti high stake poker game lebe know said compar armi plan bomb grozni lebe talk tactic interrog adopt mr nice mr nasti tactic break prison resist lebe gravel voic perman scowl may seem miscast mr nice thrown role tuesday statement may simpli way avoid upstag fellow gener konstantin pulikovski current command armi chechnya play russia mr nasti,1996-08-20,GCAT;GPOL;GVIO;,I34000;I79020;,RUSS;,0
3220, polish insur amplico life net pct h, polish insur compani amplico life earn net million zloti first half percent period last year compani said statement tuesday said compani pre tax profit also surg almost percent million zloti first half amplico said gross premium rose percent million first half technic reserv rose threefold million zloti amplico spokeswoman balbina wolongiewicz told reuter compani boost share poland life insur market percent first half percent end amplico life activ poland sinc percent own american intern group inc aig percent poland state own bank pekao sa warsaw newsroom,1996-08-20,C15;C151;CCAT;,I82003;,POL;,1
3221, nordic minist back baltic nato, foreign minist nordic countri said tuesday support effort baltic state get nato latvia lithuania estonia quit former soviet union appli membership allianc remain fear huge neighbour russia rule moscow last year want strong secur guarante resurg russian expansion doubt support baltic state membership nato norwegian foreign minist bjoern tore godal whose countri member militari allianc told news confer speak talk foreign minist norway sweden iceland finland denmark baltic counterpart denmark iceland also nato member russia anger baltic effort join nato remain sensit expans former cold war foe baltic state also huge strateg import soviet defenc system pack militari base western diplomat say balt littl chanc join nato first round enlarg matter happen job us keep baltic secur issu intern agenda danish foreign minist nil helveg petersen said swedish foreign minist lena hjelm wallen whose countri maintain polici neutral said respect wish baltic state join nato,1996-08-20,GCAT;GDIP;,I82003;,BALTST;ESTNIA;LATV;LITH;NATO;RUSS;USSR;,0
3222, top romania parti hit rival pro monarchi stand, romania rule leftist parti tuesday attack lead presidenti hope support return countri exil king give tast bitter campaign ahead nation elect novemb adrian nastas execut presid parti social democraci pdsr said remark made emil constantinescu unit state show elect would prepar breach constitut hand power king michael constantinescu declar mandat want hand power real leader romania former king michael nastas told news confer constantinescu recognis incompet function wish occupi realis never produc programm romania look begin replac nastas ad romanian go poll novemb elect seat chamber deputi lower hous seat senat upper hous presid new four year term monarchi abolish romania young king michael exil switzerland made one triumphant return post communist era worri author bar come back ever sinc constantinescu presidenti candid democrat convent cdr allianc centrist parti civic group lead rival incumb ion iliescu iliescu pdsr reput tarnish corrupt alleg charg econom mismanag look opportun tackl cdr retak initi formal campaign begin septemb seiz comment small u magazin reprint romanian daili newspap push cdr constantinescu academ lost presidenti battl defens posit consist sinc said constantinescu complain pdsr misrepres acknowledg support michael return referendum futur role monarch start divers like attack opposit issu like monarchi capit turn away romania essenti problem economi poverti corrupt constantinescu said statement cdr offici insist constantinescu battl win whole term offic said less percent romanian would current support return monarchi opinion poll suggest iliescu win presidenti elect constantinescu former premier petr roman anoth centrist politician battl second place,1996-08-20,GCAT;GPOL;,I82003;,ROM;,0
3223, bucharest bours offer free list firm, bucharest stock exchang doldrum summer tuesday offer free list first compani privatis mass selloff readi join bours trade end octob commiss list waiv first compani seek bours quotat octob bours statement said bursa de valori bucuresti seen sluggish busi past two month turnov seldom exceed million lei peak around billion earlier year per session averag million tuesday statement invit recent privatis compani particip promis safe effici servic exchang romania first year open last novemb six stock trade share compani one syring maker sanevit sa snvt bx own privat mass privatis programm begun last octob stake percent around state compani offer exchang coupon voucher dole million adult romanian subscript level end process spring percent broker say main reason bours recent poor perform absenc big institut investor stay sidelin till attract privat compani get list tuesday invit plan attract anoth stock trade end seem bid end recent torpor bours soon face tough competit counter otc market make otc market develop million capit market project run u agenc intern develop schedul go line later year offer mean trade larg number mass privatis share say size volum brush stock exchang asid other say bours abl attract compani stand privatis stock otc present bursa de valori bucuresti organis market trade secur authoris regul nation secur commiss bours statement said luli popescu bucharest newsroom,1996-08-20,C14;CCAT;M11;MCAT;,I82003;,ROM;,1
3224, romania sugar industri hit multipl woe, acut shortag fund low beet output push romania sugar industri almost brink collaps countri import tonn meet domest demand offici said see sugar sector head bankruptci vasil stancu vice presid patronatul zaharului sugar sector employ associ told reuter tuesday said crop hectar sown sugar beet lost due harsh winter late snow remain hectar expect yield tonn beet said ad latest test show beet sugar content amount percent bad stage take account loss due handl impur count white sugar output tonn annual consumpt tonn stancu said sugar beet harvest usual start romania octob present circumst think romania import tonn raw sugar meet demand romania sugar product tonn data show balkan countri import tonn sugar last year tonn januari may continu drop beet output past year caus bad manag cropland lack fund creat crisi situat sector stancu said cite sugar factori southern town giurgiu saw sugar beet hectar allot state cut hectar year stancu said rule loss beet crop due lack proper machineri inadequ storag well delay transport poor fertilis fund squeez forc farmer use kilogram fertilis per hectar compar recommend kg ad mani farmer given grow sugar beet sugar factori fail pay time crop stancu said ade age farm labour also respons scant crop expect year sugar factori oper total capac tonn beet day sugar factori debt worth billion lei bulk heavi cost credit taken financ govern programm upgrad plant increas product sector stancu said programm boost output area hand ruin sector financi said bucharest newsroom,1996-08-20,C24;C31;C311;CCAT;M14;M141;MCAT;,I01001;I0100128;,ROM;,1
3225, still chanc free bosnia elect cotti, bosnia could still creat minim condit necessari free fair elect septemb formerli war faction guarante freedom movement osc chairman flavio cotti said tuesday believ freedom movement citizen would guarante main condit minim correct elect would given cotti said sarajevo meet bosnia moslem croat feder presid kresimir zubak hope case elsewher specif bosnian serb republ repeat certainli import condit elect osc organis secur cooper europ supervis bosnian elect mandat provid dayton peac agreement zubak said feder offici would guarante freedom movement per cent bosnia similar commit past realis even among moslem croat bosnian serb control per cent bosnia suppos administr boundari republ feder becom someth closer formal border thu million bosnian refuge displac person effect deni opportun cross de facto ethnic boundari line return home osc head mission bosnia robert frowick acknowledg septemb elect unlik free fair measur western democrat standard cotti insist howev ballot must go forward despit independ observ say crippl limit addit restrict freedom movement virtual freedom press serb croat held territori bosnia osc elect monitor unit report recent voter registr process among serb refuge displac person manipul territori advantag degre constitut fraud rule bosnian moslem serb nationalist parti harass intimid opposit candid area control ask tuesday condit elect exist present cotti said progress sinc june decis go ahead elect small sign progress still possibl bosnian serb nationalist sd parti zvornik heed warn remov campaign poster featur former presid radovan karadz risk disqualif upcom elect european commun monitor survey town report back found one karadz poster public place garag wall near local hospit intern mediat carl bildt told reuter tuesday look warn effect good let hope last also written sd leadership indic yet see sd poster anywher without karadz face intens western pressur forc karadz quit bosnian serb presid last month dayton claus prohibit peopl indict war crime karadz hold public offic play part septemb poll deep wish elect realli abl present provid dayton agreement first step long road reconstruct reconstruct democraci also econom welfar cotti said,1996-08-20,GCAT;GPOL;GVOTE;,I01001;I0100128;,BSHZG;CRTIA;,0
3226, russia seek mln invest sibneft, russia feder properti fund seek invest million two invest tender combin percent oil compani oao sibneft fund plan tender first lot percent compani next month winner announc septemb start price million share billion roubl winner must also agre invest roubl equival least million accord latest issu fund reforma bulletin second lot percent sibneft would tender separ detail start price lot reveal minimum invest would million russia announc plan may sell percent five oil copmpani includ sibneft year foreign ownership sibneft restrict percent capit reforma said term first tender say winner must invest million sibneft associ compani within three year win tender winner must also pay equival million cover compani tax debt oao sibirskaya neftyanaya kompaniya sibneft one dozen vertic integr russian oil group main oper unit ao noyabrskneftegaz sibneft oil output million tonn million previous unknown zao neftyanaya kompaniya stolichni bank sberezhenii control percent stake sibneft end last year govern share loan scheme bid million guarante bank menatep consortium bank includ inkombank submit higher bid reject wrongli formul privatis offici said inkombank took case court said last month lost appeal nigel stephenson moscow newsroom,1996-08-20,C18;C183;CCAT;,I32450;,RUSS;,1
3227, russian c surplu widen q bln, russia surplu current account balanc payment widend billion first quarter year billion year earlier central bank said latest bulletin central bank issu follow balanc payment data figur million dollar exclud former soviet union q q q current account balanc merchandis trade export fob import fob govern interest payment ex soviet debt russian debt direct invest balanc invest russia portfolio invest balanc new govern borrow net countri q q q current account balanc merchandis trade export fob import fob note govern interest payment borrow figur show hard currenc jonathan lynn moscow newsroom,1996-08-20,E51;E511;E512;ECAT;,I32450;,ROM;,0
3228, polish bours kerb bond deal august, turnov kerb bond deal warsaw bours million zloti tuesday million zloti monday variabl interest year bond matur juli trade warsaw newsroom,1996-08-20,M12;MCAT;,I32450;,POL;,0
3229, czech cnb index fall pt, cnb index broad daili measur czech equiti fell point tuesday czech nation bank cnb said five ten sector indic fell transport commun index lose point pragu newsroom,1996-08-20,M11;MCAT;,I32450;,CZREP;,0
3230, czech spt fall sharpli pull pse, share spt telecom expect suffer strong downward correct pragu stock exhcang pull bours sharpli lower spt share gain crown monday session close dealer said move littl last minut account procedur rise correspond market realiti end session word born spt share lose crown fall offset broader issu gain drag px index five point percent overal share gain ground day fell held steadi nobodi surpris spt fall happen quit often someon move price end one session market know real price said one trader bank issu fare well day komercni banka ceska sporitelna zivnostenska banka post modest gain major issu made minor move pragu newsroom,1996-08-20,M11;MCAT;,I32450;,CZREP;,0
3231, moldova day bill yield fall day, annualis yield moldova day treasuri bill fell percent auction tuesday percent previou auction last tuesday nation bank offici said yield countri day bill rose percent annual percent previou auction last tuesday told reuter yield bill fell percent annual percent previou auction juli full detail day bill auction aug aug issu volum million lei million lei denomin lei lei nomin demand million million volum sold million million yield pct pct price pct pct rang bid pct pct matur sep sep full detail day bill auction aug aug issu volum million lei million lei denomin lei lei nomin demand million million volum sold million million yield pct pct price pct pct rang bid pct pct matur nov nov full detail day bill auction aug juli issu volum million lei million lei denomin lei lei nomin demand million million volum sold million million yield pct pct price pct pct rang bid pct pct matur feb jan dmitri solovyov moscow newsroom,1996-08-20,M13;M131;MCAT;,I32450;,MOLDV;,0
3232, rebel accus russian kill refuge, chechen rebel spokesman movladi udugov said tuesday russian troop blew bridg refuge tri flee capit kill civilian today around p gmt sever hundr refuge cross bridg near kirova settlement toward villag alkhan yurt udugov told reuter telephon cross bridg russian servicemen blew around refuge mainli women children die refuge manag cross bridg seiz russian servicemen shot dead spot refuge forc flee back grozni ad alkhan yurt km mile southwest grozni udugov whose report could immedi confirm independ said chechen leadership issu statement blame act head troop chechnya konstantin pulikovski said gener pulikovski carri person respons whole chechen peopl matter long take said also appeal call intern commun propag human right find way react bloodi crime reject polici doubl standard,1996-08-20,GCAT;GVIO;,I32450;,RUSS;,0
3233, bulgaria offer bln lev yr bill aug, bulgaria financ ministri offer billion lev worth one year floater coupon bill auction monday bulgarian nation bank bnb said issu offer minimum accept price set advanc ministri bnb statement said coupon set equal bnb central interest rate cir period matur cir set annual percent settlement auction would made wednesday averag accept price detail issu follow issu number bg par valu billion lev auction date august issu date august matur date august coupon equal cir sofia newsroom,1996-08-20,E21;E212;ECAT;M13;M131;MCAT;,I32450;,BUL;,0
3234, estonian save bank quot baltic stock, save bank one lead bank estonia tuesday said start quot share lead commerci bank fellow baltic state latvia lithuania save bank dealer charli viikberg said bank quot share lead latvian bank unibanka share global depositari receipt key lithuanian commerci bank vilniu bank interest estonian investor also viikberg told reuter note difficult get hold vilniu bank stock lithuania liquid vilniu bank recent becam first soviet state launch gdr quot luxembourg news agenc baltic news servic bn said estonian bank hansapank alreadi quot unibanka vilniu bank viikberg said bank busi vilniu bank gdr today noth unibanka riga newsroom,1996-08-20,C15;C152;C21;CCAT;,I81402;I81403;,ESTNIA;LATV;LITH;,1
3235, bulgaria offer mln lev yr note aug, bulgaria financ ministri offer million lev two year float coupon note auction friday bulgarian nation bank bnb said issu offer minimum accept price set advanc ministri bnb said statement coupon equal bnb central interest rate cir period matur cir set annual percent settlement auction would made thursday averag accept price detail issu follow issu number bg par valu million lev auction date august issu date august matur date august coupon equal cir coupon payment februari august februari august sofia newsroom,1996-08-20,E21;E212;ECAT;M12;MCAT;,I81402;I81403;,BUL;,0
3236, croatian stock mix market seen stronger, croatian stock trade mix tuesday blue chip hit higher level market appear consolid line reawaken activ intern market new rise drug firm pliva best indic mani investor back holiday said velimir zelimorski fima brokerag ad expect liveli trade come week fulli list pliva zagrebacka banka follow london price main event expect mid septemb zelimorski said seven issu trade two rose one fell four flat drug firm pliva jump kuna last thursday close volum share gdr london stock exchang rose last friday activ trade zagrebacka gain kuna close day sell share gdr zbb l trade seaq intern unchang last week food processor podravka lost kuna unit chang hand four hoteli trade remain unchang jadranturist flat kuna share sold laguna trade kuna volum share riviera arenaturist trade kuna share sold respect daili volum share turnov slightli lower million kuna central bank exchang rate kuna laura lui zagreb newsroom,1996-08-20,M11;MCAT;,I81402;I81403;,CRTIA;,0
3237, bulgaria offer bln lev discount bill wed, bulgaria financ ministri offer special issu billion lev worth day discount bill auction wednesday bulgarian nation bank bnb said settlement auction made thursday august averag accept price detail issu follow issu number bg par valu billion lev auction date august issu date august matur date septemb sofia newsroom,1996-08-20,M13;M131;MCAT;,I81402;I81403;,BUL;,0
3238, russian share close mix unclear trend, lead russian share slip tuesday trader say trend still unclear russian trade system index lead issu fell percent week realli feel like holiday week lot client london holiday contin new york said martin diggl brunswick brokerag share realli anyth mani client realli want anyth moment market trade vacuum russian secur council whose secretari gener alexand lebe said tuesday doubt authent presid bori yeltsin latest order chechnya news littl impact share price trader said think stori peopl watch see develop diggl said littl bit worri headlin trader uncertain possibl cours market may take next day flow realli shape market diggl said would surpris drift around level thin volum bobbi meshoyr director sale trade ik aton agre say price like stick current level think near futur everyth keep current level one want sell cheap buy dear said gmt mosenergo monday close lukoil fell ue edg norilsk nickel slip juli tolkacheva moscow newsroom,1996-08-20,M11;MCAT;,I81402;I81403;,RUSS;,0
3239, direct equiti trade czech pse aug, follow list direct equiti trade made pragu stock exchang issu min price max price volum turnov czk czk share czk zivnobanka ceska zbrojovka cez ckd praha hold chemopetrol group ipb komercni banka mostecka uh spol nova hut okd pega plzenski prazdroj prazska energetika prazska teplaren prvni sevzap tepl seliko setuza severoc teplarni sokolovska uhelna spt telecom skoda plzen tabak tmp tel montaz valcovni plechu vitkovic vychc plynarenska pragu newsroom,1996-08-20,M11;MCAT;,I81402;I81403;,CZREP;,0
